Time,ajankaytto,tyo_materiaali,tyo_harjoitukset,haaste_materiaali,haaste_harjoitukset,hyodyllisyys,innostavuus,soveltuvuus,mita_opin,vapaa_palaute
2016-05-12 11:43:10.767691+00:00,0,1,2,2,2,3,3,3,"Miniohjelman  tekemisen ja ohjelman viemisen  Scratcin sivulle. Nämä asiat eivät kuitenkaan ole rutiineja minulle.",""
2016-05-10 18:08:40.969071+00:00,0,2,2,2,2,2,2,2,"",""
2016-05-06 18:56:32.849582+00:00,0,2,2,2,2,3,3,4,"",""
2016-04-27 12:48:30.051273+00:00,0,2,2,1,1,1,2,3,"Unohdin palautuksen tästä aiheesta, sillä tehtävä oli niin nopeasti suoritettu ja lyhyt. Käytin säiettä jo ennen kuin tiesin siitä tarkemmin, mutta tällä jaksolla opin yhdistämään sanan käytäntöön.","Säikeen kanssa voisi harjoitella myös jonkin muun komennon samanaikaisesti, jolloin näkisi yhteistoiminnan laajemmin."
2016-04-26 17:57:57.000219+00:00,1,2,2,1,2,3,4,4,"",""
2016-04-26 09:53:06.137196+00:00,0,2,2,1,1,2,2,1,"",""
2016-04-23 18:10:44.345965+00:00,0,1,1,1,1,2,2,2,"Säie -käsitteen.",""
2016-04-23 14:08:49.715181+00:00,0,2,2,2,2,3,2,2,"",""
2016-04-23 12:32:58.256205+00:00,2,2,2,2,2,3,3,3,"",""
2016-04-22 21:01:06.471238+00:00,1,2,2,2,2,4,4,4,"Rohkeutta vielä enemmän kokeilla. Oppia yrityksen ja erehdyksen kautta. Bomberbot-ohjelmaan olen myös tutustunut ja ilmaislisenssin kautta tutustuttanut luokkaani myös ko. ohjelmaan ja ohjelmointiajatteluun. ","Loistava täydennyskoulutustapa!"
2016-04-21 20:40:36.171306+00:00,0,2,2,2,2,2,2,2,"",""
2016-04-21 11:15:27.044892+00:00,0,2,2,2,2,3,2,3,"Sain kissan vaihtamaan väriä. Padletissä oli hyvää keskustelua remiksauksen opettamisesta ja siihen kuuluvista säännöistä. Tekijänoikeusasioista keskusteleminen ja niiden merkityksen painottaminen oppilaille on mielestäni erittäin tärkeää.","Tämän tehtävän ohjeistus oli selkeä ja riittävä. "
2016-04-21 10:53:21.222952+00:00,3,1,1,3,3,3,2,2,"Sain kissan vaihtamaan väriä välilyöntiä painamalla.","Tämän tehtävän ohjeistus oli kohtuullisen ymmärrettävä. Pedagoginen tehtävä ei vieläkään onnistu, koska tekstini poistuu, kun olen saanut sen valmiiksi. Todella ärsyttävä ongelma."
2016-04-19 15:41:42.320024+00:00,0,2,2,2,2,2,2,2,"Hauskaa opin taas pitämään koneella!",""
2016-04-18 15:57:28.479827+00:00,0,2,2,2,2,2,3,3,"",""
2016-04-17 18:26:23.470943+00:00,0,2,2,2,2,3,2,3,"Opin säikeen ja tehtäviä tehdessä minulle aukesi myös aikaisempia asioita uudella tavalla. Ymmärsin myös miten laajasti aihetta voisi soveltaa koulussa ja integroida muihin oppiaineisiin. ",""
2016-04-15 08:25:39.327164+00:00,0,2,2,2,2,2,2,2,"",""
