Time,ajankaytto,tyo_materiaali,tyo_harjoitukset,haaste_materiaali,haaste_harjoitukset,hyodyllisyys,innostavuus,soveltuvuus,mita_opin,vapaa_palaute
2016-05-11 07:33:45.180374+00:00,2,2,2,2,2,3,3,3,"Opin tekemään kysymysautomaatin ja lisää perusfunktioiden käytöstä. Se oli hyödyllistä kertausta!",""
2016-05-07 06:09:33.070710+00:00,5,2,2,2,2,3,3,3,"",""
2016-04-29 20:50:00.824871+00:00,2,2,2,2,2,2,3,2,"",""
2016-04-26 20:35:24.478330+00:00,3,2,2,2,3,3,2,1,"",""
2016-04-21 14:47:23.948589+00:00,3,2,2,3,2,3,2,2,"  opin tekemään koodin, joka toistaa itse itseään eli opin rekursion.","Nyt oli jo vaikeaa asiaa. Joitain yksityiskohtia jäi käsittämättä, että miksi tein mitä tein. Onnistui kuitenkin ohjeiden avulla työn palauttaminen. Ihan en itse ollut tyytyväinen palauttamaani työhön, mutta ei vain ollut taitoa korjata työtä paremmaksi.  "
2016-04-11 20:57:56.511770+00:00,5,2,2,2,3,3,3,2,"Silmukat
2016-04-11 18:28:41.483515+00:00,5,1,3,3,3,4,3,4,"testin tekemisen oppilaille","Tein palautettavaa työtäni kertolaskupelin pohjalta. Minua häiritsi malliratkaisussa se, että peli kysyi yhden ylimääräisen kysymyksen, jonka osaamisella ei ollut merkitystä pistemäärään. Sain omaan versiooni muutettua koodia niin, että jokainen kysymys laskettiin mukaan, mutta en osannut poistaa virhettä siinä, ettei viimeisen kysymyksen osaaminen merkitse mitään. "
2016-04-11 17:42:31.539071+00:00,0,4,3,3,4,3,3,3,"Rekursion alkeita. Let-iä en oppinut kunnolla vielä. Vaatii lisää harjoittelua.","Tuntui kovin työläältä ja vaikealta jaksolta, kuten videossa varoitettiinkin. Minun on edelleen hyvin vaikea päästä Racketiin sisälle. Tuntuu, että pelkästään sulkeiden kanssa taisteluun menee hirveästi aikaa. Toki kielen osaaminen helpottaa sulkeidenkin hallintaa.
2016-04-11 09:29:07.733987+00:00,2,2,2,2,2,3,3,3,"lokaalit muuttujat
2016-04-11 09:18:16.337296+00:00,0,0,3,1,3,2,2,2,"","Taas meni huomattavasti kauemmin kuin luulin ja kurssin infossa arvioitu!! "
2016-04-11 05:59:32.569397+00:00,3,2,2,2,2,3,3,3,"",""
2016-04-10 20:01:39.528210+00:00,3,2,2,2,2,2,2,2,"Nyt tiedän, mitä tarkoitetaan rekursiivisella funktiolla tai sivuvaikutuksilla. Tällä viikolla opin ennen kaikkea yrittämään sinnikkäästi, vaikka koodi ei heti toiminutkaan niinkuin olin ajatellut. :)",""
2016-04-10 19:37:28.504973+00:00,4,2,3,2,3,2,2,2,"Oli hankalaa - opin sen, mistä mennä (=aita matalin). Ajan kanssa todella mielenkiintoista koodaamista.","Hiukka hankalaa, kun asiaa tarkastelee alakoulun vinkkelistä. Yläkoululaisen poikani kansa pähkäiltiin haasteiden parissa parisen tuntia, emmekä ratkaisua löytäneet kaikkeen."
2016-04-10 19:22:49.779045+00:00,6,2,2,3,3,2,2,2,"lähes kaikki uutta.",""
2016-04-10 19:01:41.070603+00:00,6,2,2,3,3,3,3,3,"Automaattia oli työlästä tehdä, kun ei löytänyt virhettä. Kuitenkin esim. laskuautomaatin tekemisestä saattaa olla hyötyä.","Voisiko olla mahdollista palauttaa töitä kurssin loppuun mennessä uudestaan, jos 'hoksaakin' ajan kuluessa missä aikaisemmissa tehtävissä on vikana."
