Time,ajankaytto,tyo_materiaali,tyo_harjoitukset,haaste_materiaali,haaste_harjoitukset,hyodyllisyys,innostavuus,soveltuvuus,mita_opin,vapaa_palaute
2016-05-30 08:16:11.378397+00:00,2,2,2,2,2,4,4,4,"Tekemään kokonaisen ohjelman / tarinan.","Kiitos!"
2016-05-16 13:40:31.123273+00:00,0,2,2,2,2,2,1,2,"Luomaan entistä suuremman kokonaisuuden ja aikajärjestyksessä etenevän sarjan.","Edelleen ongelmana ipadin käyttöönsaaminen, jolloin tehtäväni myöhästyivät. Olisi hyvä saada koodausharjoituksia, joita voisi suorittaa esimerkiksi tietokoneella tai muulla tavalla, jottei pisteet kärsisi tabletin puutteesta."
2016-05-16 09:57:04.613824+00:00,0,2,2,2,2,3,3,3,"Opin käyttämään ohjelmaa entistä paremmin. ",""
2016-05-15 17:57:46.294904+00:00,2,2,2,2,2,3,3,3,"Käyttämään kirjekuoria!!",""
2016-05-12 12:22:02.914719+00:00,1,2,2,2,2,1,2,1,"",""
2016-05-11 12:56:36.885307+00:00,3,2,2,2,2,3,3,3,"Opin paljon scratchin käytöstä ja onnistuin mielestäni diplomityössäni melko hyvin.","Kysymys. En ole löytänyt kurssinpitäjän sähköposti osoitetta mistään tai kuinka saisin teidät kiinni. Minulla oli todella paljon ongelmia diplomityöni palautuksen suhteen mutta sain sen lopulta lähetettyä ajoissa kun kopioin työni koulun ipadille. Lähetin sen tosin koulun sähköpostiosoitteesta mutta työni nimi oli kyllä Miikka Pienimäki diplomitehtävä. Onkohan työni huomioitu?"
2016-05-09 11:14:54.200262+00:00,1,2,2,2,2,3,3,3,"",""
2016-05-06 14:26:51.313026+00:00,0,2,2,2,2,2,2,3,"Scrach juniorin käyttö tuntuu nyt olevan hallussa, joten kurssin tavoite lienee saavutettu!","diplomityön palautus oli jokseenkin sekavaa, joten siihen voisi varmasti kehitellä toimivamman systeemin. :)"
2016-05-05 12:12:03.725973+00:00,2,2,2,2,2,3,3,3,"Opin tekemään animaation.","Olin kyllä mielestäni tämän palautteen jo kirjoittanut samalla kuin diplomityön palautin. Jostain syystä ei näköjään ollut lähtenyt eteenpäin?!? No tässä varmuuden vuoksi uudestaan vaikka nyt taitaa tulla sitten -50% pisteet."
2016-05-02 09:59:32.521016+00:00,0,2,2,2,2,2,3,3,"",""
2016-05-02 09:54:57.249157+00:00,2,1,2,1,2,2,2,3,"Hei!
2016-05-01 19:59:53.972606+00:00,0,2,2,2,2,3,3,3,"Nyt tuntuu, että vihdoin ymmärrän mistä koodaamisessa on kyse. Tosi opettavainen kurssi ollut. Kiva aloittaa ensi syksynä ekaluokkalaisten kanssa koodaamisen alkeita.","Tehtävien palautuksissa ja tiedostojen lataamisessa aina ongelmia. Yritin juuri lähettää diplomityön,  mutta en tiedä lähtikö se matkaan."
2016-05-01 19:53:59.905773+00:00,3,1,1,2,2,4,4,4,"Voi monenlaista! Tein kaksikin mielestäni hyvää työtä innoissani, mutta toinen ei jäänyt muistiin tabletin jumiuduttua. Opinpa sitten tallentamaan säännöllisesti.","Teette upeaa työtä!"
2016-05-01 19:24:30.467672+00:00,6,2,2,2,2,3,3,4,"Tekemään kokonaisia projekteja. Opin myös innostumaan todella tästä .",""
