Time,ajankaytto,tyo_materiaali,tyo_harjoitukset,haaste_materiaali,haaste_harjoitukset,hyodyllisyys,innostavuus,soveltuvuus,mita_opin,vapaa_palaute
2016-05-05 12:28:38.835165+00:00,1,2,2,2,2,3,3,4,"",""
2016-05-03 18:04:35.351027+00:00,1,2,2,2,2,2,2,2,"",""
2016-04-26 17:49:54.402114+00:00,0,2,2,2,2,3,3,4,"Pedagogiset tehtävät ovat mahtavia, koska niiden kautta pääsee lukemaan muiden ideoita ja jakamaan omia. Välillä tulee turhautuminen on kun tehtävä ei onnistu, mutta sitten kun antaa asian vähän aikaa hautua ja palaa kokeilemaan uudestaan se yleensä ratkeaa. Tuntuu, että ymmärrän jo nyt koko ohjelmoinnin perusidean. ",""
2016-04-21 10:50:18.949361+00:00,2,0,2,0,2,1,2,2,"Opin silmukka-käsitteen perusidean sekä sain paljon vinkkejä opetuskäyttöön. Opin myös käyttämään Scratch-ohjelmaa paremmin.","Ohjeistusta ja esimerkkejä olisi tähänkin aiheeseen täytynyt olla enemmän. "
2016-04-21 10:13:58.124429+00:00,0,1,2,1,2,3,2,2,"Liikuttamaan hahmoa monipuolisesti.","En saa pedagogista tehtävää näkymään Padletissa. Teksti poistuu, kun saan sen valmiiksi. Jäljelle jää vain nimimerkkini."
2016-04-15 21:11:25.398051+00:00,2,2,2,2,2,3,3,3,"Opin ainakin hahmottamaan kurssia, kun tein tehtävä tehtävän jälkeen, kunnes tajusin, että olen jo seuraavien viikkojen haasteissa. ",""
2016-04-15 07:01:07.886138+00:00,0,2,2,2,2,3,2,2,"Silmukan käsite oli täysin uusi sekä sitä myöten myös siihen liittyvä ohjelmointi.","Ehkä se, että koodaustehtävät olivat vapaaehtoisia suorittamisen kannalta johti siihen, että ne tulivat ainakin itselläni hieman heikosti tehtyä."
2016-04-10 14:36:30.622522+00:00,2,1,2,3,4,3,3,3,"Tällä viikolla opin mitä on lause ja silmukka ja miten ne voi yhdistää toisiinsa. 
2016-04-10 13:59:21.943133+00:00,0,2,2,2,2,2,2,2,"",""
2016-04-10 09:27:36.277072+00:00,0,2,2,3,3,3,2,3,"",""
2016-04-07 17:35:55.533008+00:00,1,2,2,2,2,4,4,4,"- Padletin käytön, jakson sisällön opettamisen ryhmälle, oppisisällön jakamisen osiin
2016-04-07 10:23:48.764240+00:00,0,2,2,2,2,4,3,3,"Opin silmukan käsitteen. Opin myös liikuttamaan kissaa Scratch-alustalla - tehtävä, joka osoittautui yllättävän vaikeaksi. Huomasin, että eri vaihtoehtojen kokeileminen tehtävän vihjeiden perusteella johtaa lopulta onnistumiseen ja on todella palkitsevaa.  ",""
2016-04-06 18:05:04.880277+00:00,0,2,2,2,2,2,1,2,"Koodaustehtävän avautuminen ja yleensä jakson idean ymmärtäminen",""
2016-04-05 21:19:37.261799+00:00,0,2,2,2,2,3,3,3,"Palautin mieleeni silmukka -idean.
2016-04-05 18:45:36.113866+00:00,0,2,2,2,2,3,3,3,"Opin käyttämään silmukkaa tehtävien toistamiseen.",""
2016-04-04 19:12:43.490109+00:00,3,0,2,0,2,2,2,2,"Opin pois omalta mukavuusalueeltani, kun mielestäni silmukka-käsitteen avaaminen ei ollut riittävä harjoitustehtävien tekemiseen. Ollessani täysin tuntemattomalla maaperällä, minulla meni paljon aikaa koittamalla oppimiseen. Todella vuodatin kyyneleitä, etten pysy ikinä kehityksen mukana, mutta kärsivällisyys palkittiin ja muutaman viikon ajattelun jälkeen..tällainen oppiminen teki minulle oikein hyvää.",""
2016-04-04 09:17:40.659364+00:00,0,2,2,2,2,2,2,2,"",""
2016-04-03 11:02:37.968363+00:00,0,2,1,2,2,1,1,2,"Silmukan käytön ja äänen lisäämisen. ",""
2016-04-02 19:37:37.766912+00:00,0,2,2,2,2,2,2,2,"",""
2016-04-02 19:00:41.431734+00:00,0,2,2,2,2,2,2,2,"Tämän jakson tehtävät tuntuivat jo paljon helpommilta, kun on hieman päässyt scratsin maailmaan. Nyt jo innolla odotan uusia tehtäviä. Välillä kyllä atk-tukea kaivataan.",""
2016-04-02 09:10:55.777742+00:00,0,2,2,2,2,2,3,3,"",""
2016-04-01 11:35:30.411970+00:00,0,1,2,2,2,3,3,3,"",""
2016-03-31 16:59:24.932696+00:00,2,1,2,1,2,3,3,3,"Silmukka. Kuinka saadaan toiminto toistumaan.",""
2016-03-30 21:13:57.950868+00:00,2,2,2,2,2,3,3,3,"","Ohjeet kurssin suorittamisesta on epäselvät. Padlet seinällä puhutaan viimeisestä palautuspäivästä, jossain muualla sanotaan, että saa puolet pisteistä, jos tekee tehtävät myöhässä ja keskustelualueella sanotaan, että ainoastaan dibomitehtävä on pakollinen. Aikaa menee siihen, kun yrittää saada selvää, mitä oikeastaan pitää palauttaa ja onko kurssin suorittaminen vielä mahdollsta, vaikkei ole pitänyt kiinni palautuspäivämääristä.
2016-03-30 17:25:38.885663+00:00,1,2,2,2,2,3,2,1,"",""
2016-03-29 21:29:56.977447+00:00,1,2,2,2,2,2,2,2,"Opin mitä tarkoittaa silmukka ohjelmoinnissa. 
2016-03-29 11:38:31.383761+00:00,1,2,1,2,2,3,3,3,"Opin kokeilemaan uusia toimintoja Scratchissä",""
2016-03-29 11:11:10.864581+00:00,0,2,2,2,2,2,2,2,"",""
2016-03-29 09:58:35.198228+00:00,0,2,2,2,2,2,2,2,"",""
2016-03-29 09:58:09.457940+00:00,2,2,2,2,2,2,2,2,"",""
2016-03-27 20:08:12.559772+00:00,0,2,2,2,2,2,1,3,"Käskyjä voi suorittaa yksinkertaisemmin, eikä tarvitse toistaa samaa koodia uudelleen ja uudelleen, kun käyttää koodatessaan silmukkaa, jonka avulla sama käsky toistuu useaan kertaan.",""
2016-03-27 20:03:18.188576+00:00,0,2,3,2,2,2,2,2,"Opin koodaamaan lisää! Alan vähitellen päästä sisään tähän hommaan.",""
2016-03-27 19:38:39.222798+00:00,2,2,2,2,2,2,2,2,"",""
2016-03-27 17:54:13.950269+00:00,1,2,2,2,2,2,3,3,"",""
2016-03-27 17:32:26.798610+00:00,1,2,2,2,1,2,2,3,"Tällä viikolla en juurikaan oppinut Scratchin parissa mitään, mutta puhuin paljon tämän viikon aiheesta opiskelijatovereideni kanssa, ja sain paljon ideoita koodaamisen opettamiseen heiltä. Myös Padlet-seinän ideat ovat mahtava lisä opettamisen suunnittelun tueksi. ","Tehtävät sopivan haastavia ihmisille, joille koodaaminen ei ole tuttua. Itselleni tehtävät eivät ole haastavia, mutta koodaamisen opettamisen kehittämiselle kurssi on loistava!"
2016-03-27 17:09:57.951164+00:00,0,2,2,2,2,3,3,3,"Opin lisää ohjelmoinnin sanastoa ja käyttöä sekä sen soveltamista koulumaailmaan.",""
2016-03-27 16:55:47.448140+00:00,0,2,2,2,2,2,2,2,"Silmukka käsitteenä, koodaamisen pedagogisen ajattelun vahvistuminen. ","Ei ole."
2016-03-26 18:16:12.177447+00:00,1,2,1,2,3,2,3,3,"Aika paljon sain venksata tuota kissaa, että sain sen liikkumaan hitaammin. Vähän köpösti se edelleen kulkee (haaste 5), mutta kivaa oli saada se liikkeelle. Silmukan käyttöä opin, lause tuli jo tutuksi, mutta että sen saa toimimaan vielä useammin. Hetken kesti tajuta, että silmukan sisälle saadaan lauseita :)",""
2016-03-26 15:04:11.845507+00:00,1,2,2,2,2,2,2,2,"",""
2016-03-26 11:39:56.187877+00:00,2,2,2,2,2,3,3,3,"Kissan toistamaan haluttua liikettä useita kertoja sekä äänen jatkuva soiminen taustalla.",""
2016-03-26 11:38:43.347182+00:00,2,1,2,1,1,2,2,4,"Vielä oltiin enemmän kertauksen asteella, joskin vein hommaa itse vähän pidemmälle ja lähdin lisäksi muuttelemaan hahmojen kokoja.","Hyvin tästä on päästy vauhtiin, asiallinen kokonaisuus."
2016-03-26 07:41:10.717196+00:00,0,2,2,2,2,3,2,3,"Luultavasti sen mitä pitikin. Kalenteriin katsomisen.",""
2016-03-25 19:11:55.977814+00:00,1,2,2,1,1,2,2,3,"",""
2016-03-25 18:22:52.262207+00:00,0,2,2,2,2,2,2,2,"Tämähän on mielenkiintoista!",""
2016-03-25 14:47:58.698655+00:00,0,2,2,2,2,2,2,3,"Silmukka tuli käsitteenä tutuksi. Sain myös paljon uusia vikkejä jakson aiheen opetukseen koulussa. ","Selkeästi rakennettu jakso"
2016-03-25 13:23:28.412510+00:00,2,2,2,2,2,2,2,2,"",""
2016-03-25 09:28:33.747501+00:00,1,2,2,2,2,3,3,4,"Tällä viikolla opin yhdistelemään erilaisia taitoja. Vaikka tehtävät alkuun tuntuivatkin haastavilta, varsinkin asusteen vaihto, onnistuin jokaisessa mielestäni erittäin hyvin. Tällätavalla kokeilemalla ja yrityksen / erehdyksen kautta oppimalla asiat jäävät paremmin mieleen kuin, että toteuttaisi vaan suoraa annettuja ohjeita. Pohdin, että tämän tyylinen harjoittelu sopisi hyvin myös oppilaiden kanssa toteutettavaksi eli he pääsisivät itse kokeilemaan ja sitä kautta onnistumaan. Todella innostavaa",""
2016-03-25 08:10:37.634228+00:00,0,1,2,2,2,2,2,3,"Silmukan käyttö Scratchissa, asusteen lisääminen koodiin","Olen ihmetellyt, miksi Scratchissä ei ole mahdollista laittaa rumpua soimaan ns. taustalle koko ajan. Tai miten tämä olisi toteutettavissa?"
2016-03-25 07:18:09.722302+00:00,0,2,2,2,2,3,3,3,"Peliajattelun idea kolahti!",""
2016-03-23 19:07:18.663239+00:00,2,2,2,2,2,3,3,3,"Kaikki oli minulle uutta. Sain usean yrityksen jälkeen tehtävät tehtyä niinkuin pitikin.",""
2016-03-23 16:32:05.653146+00:00,1,2,2,2,1,3,3,3,"Silmukan tekemisen, eli koodin toistamisen. Tehtävät olivat haasteellisia, tai tuntui aluksi, että tehtävät jumittivat paikallaan. Joko tietokone tai minä kuitenkin rupesin rullaamaan lopulta ja tehtävien tekeminen onnistui.","-"
2016-03-23 11:35:27.547326+00:00,1,2,2,2,2,3,3,3,"",""
2016-03-22 20:46:17.492503+00:00,1,2,2,2,2,3,3,4,"",""
2016-03-22 15:38:34.695260+00:00,0,2,2,2,2,2,2,2,"Opin jakamaan oman työni oikeassa paikassa.
2016-03-22 15:20:54.246940+00:00,0,2,2,2,2,4,3,3,"Opin silmukoista, että silmukoiden avulla voidaan samaa lausetta eli käskyä toistaa useita kertoja. Erilaisia silmukoita ovat esim. ikuinen silmukka, silmukalla jolla toisto jatkuu, kunnes jokin tietty ehto täyttyy, sekä silmukka jolla voidaan määrittää toistojen määrä.",""
2016-03-22 14:30:24.036966+00:00,3,1,2,2,2,2,2,2,"Opin käsitteen silmukka.",""
2016-03-22 13:22:41.249403+00:00,1,2,2,2,2,3,3,4,"Opin käyttämään lausetta ja silmukkaa koodaamisessa. Asusteiden käyttö tuli tutuksi. ",""
2016-03-22 13:22:07.668779+00:00,1,2,2,2,2,3,3,3,"Käyttämään silmukoita ja asusteita.",""
2016-03-22 10:43:15.490194+00:00,0,2,2,2,2,3,2,3,"Opin kertaamalla lauseen ja silmukan ja osaan opettaa ne oppilaille.",""
2016-03-22 09:19:40.503845+00:00,0,2,2,2,2,2,2,2,"",""
2016-03-21 20:45:32.724650+00:00,0,2,2,2,2,2,2,2,"",""
2016-03-21 16:28:19.616412+00:00,1,2,2,2,2,1,2,2,"En juuri uutta.","Vielä on epävarma olo siitä, menevätkö palautukset perille. Pistetilini näyttää yhä nollaa, vaikka olen palauttanut kaikki tehtävät. Osa tehtävistä on ollut vaikeasti havaittavia jossain sivun alareunassa. Onkohan tämä palautekin pakko palauttaa? Ohjelmointitehtävät ovat kivoja, mutta tämän palaute- ja pistesysteemin toimivuus on vähän epäilyttävää. Toivoisin, että näyttöön tulisi viesti: 'tehtäväsi on nyt lähetetty onnistuneesti' tai 'tehtäväsi ei ole vielä suoritettu - yritä vielä'."
2016-03-21 15:14:14.949206+00:00,0,2,2,2,2,3,4,4,"Minusta on ollut mahtava laajentaa omaa osaamistani scratch-kissan ohjelmointiin. Tällä viikolla oppimani asia on se, että minusta on mielenkiintoista, miten monella eri tavalla eri ihmiset lähtevät tekemään koodia. Mieheni tekee samaa kurssia ja meillä on aina erilaiset koodit käytössä.","Harmittaa, että tämä vaihe on eilen jäänyt tekemättä, kun en vain muistanut, että tällainen osio oli vielä Padlet:in jälkeen tehtävänä, ja näin jää pisteet ilmeisesti vähenevät. Tämä on oma mokani, mutta en ymmärrä, miten tämä kuitenkin pystyi olemaan tulematta esille, kun tein eilen koko kokonaisuuden."
2016-03-21 13:35:13.988688+00:00,2,1,1,2,3,3,3,3,"Lausekäsite syventyi ja silmukkakäsite uutena asiana.","Nyt huomasin, että olisin kaivannut jostain helposti saatavilla olevaa apua, kun koodaustehtävä ei oikein ottanut sujuakseen. En ole tottunut tällaiseen 'pelaamalla ja kokeilemalla oppimiseen'.
2016-03-21 12:39:20.586851+00:00,0,2,2,1,1,2,2,2,"Silmukan käsitteen. Kehitin myös koodaustaitojani Scratchilla.","Hyvä jakso. Avoin lisäharkka oli mukava!"
2016-03-21 09:49:46.202252+00:00,2,2,2,2,2,2,2,2,"",""
2016-03-21 08:39:51.182953+00:00,0,2,2,2,2,2,2,2,"",""
2016-03-20 22:08:18.242321+00:00,2,2,2,2,2,3,3,3,"",""
2016-03-20 22:05:03.590063+00:00,2,2,2,2,2,3,3,3,"Silmukan käytön jotenkin. ","En oikein ymmärtänyt asusteiden vaihtoa!"
2016-03-20 21:59:01.512404+00:00,1,1,2,1,1,2,2,2,"Käyttämään Scratchia lisää ja miettimään taas ohjelmoinnin havainnollistamista.","Hieman on edelleen epäselvää, koska tehtävänpalautus on onnistunut."
2016-03-20 21:48:50.600312+00:00,1,2,2,2,2,2,3,2,"Opin käyttämään lisää Scratch-ohjelmaa. Muiden tekemien projektien katsominen on antoisaa.","Hyvä idea, että pääsee katsomaan muiden projekteja. Niistä saa paljon ideoita."
2016-03-20 21:27:17.106550+00:00,0,2,2,1,1,2,2,3,"Toistolauseen käsite oli entuudestaan tuttu jo aikaisemmasta ohjelmointiosaamisesta, joten tämän viikon opit koostuivat (jälleen) Padlet-alustan töistä.",""
2016-03-20 21:11:32.868541+00:00,2,0,2,0,2,1,2,2,"kuinka saada kissa ottamaan oikeita askelia",""
2016-03-20 21:08:40.769983+00:00,0,2,2,2,2,2,2,3,"Tämän viikon käsitteen 'silmukka' olin oikeastaan jo itse opetellut viime jakson aikana olleissa harjoitustehtävissä kokeillen kaikenlaista, ja laittamalla kissan liikkumaan musiikin tahdissa edestakaisin käyttäen juurikin silmukkaa siinä. ","Sinänsä kurssin opeteltavat asiat saisi luultavasti käytyä hyvinkin h
2016-03-20 20:54:33.013240+00:00,0,2,2,2,2,2,2,2,"",""
2016-03-20 20:48:11.774977+00:00,0,2,2,2,2,3,4,3,"",""
2016-03-20 20:39:25.329993+00:00,1,2,2,2,3,3,3,3,"Yksinkertainenkin voi olla vaikeaa. Asiat voi unohtua jo viikossa.... yrittäminen kannattaa. Uusi käsite hallussa, käytännössä ei kuitenkaan vielä täysin.",""
2016-03-20 20:37:22.109845+00:00,2,1,2,1,2,2,3,3,"",""
2016-03-20 20:32:12.267894+00:00,2,3,2,2,2,3,2,3,"Uusia käskyjä - onneksi on hyviä malleja asioista, joita on edellä jo itse pohtunut.",""
2016-03-20 20:31:13.564785+00:00,1,2,2,2,2,3,3,3,"Opin mitä tarkoittaa loop eli silmukka ohjelmoinnissa.","Edelleen helppo kurssi mutta mukavasti motivoi jatkamaan ja oppimaan uutta."
2016-03-20 20:26:34.181395+00:00,0,1,1,1,1,1,0,2,"",""
2016-03-20 20:20:42.941865+00:00,2,1,2,2,2,2,1,2,"Tein tehtävät useampaan kertaan eri laitteilla. Ainakaan tabletilla homma ei oikein onnistu helposti.",""
2016-03-20 19:59:32.658932+00:00,1,2,2,2,2,3,3,3,"Silmukka sekä käsitteenä että ilmiönä oli ihan uusi juttu. Alkaa vähän olla ajatusta siitä kuinka koodaus tapahtuu. Myös pedagogisia puolia oli viime viikkoa haastavampaa miettiä ja keksiä - tällöin oli myös antoisaa lukea toisten keksimiä/ideoimia asioita.",""
2016-03-20 19:54:25.058535+00:00,2,2,2,1,2,2,3,2,"Silmukan käsitteen. ",""
2016-03-20 19:53:55.097611+00:00,0,2,2,2,2,3,2,3,"Silmukan ja toiston, rummut mukana liikkeessä.",""
2016-03-20 19:51:36.717420+00:00,2,0,2,2,4,1,1,1,"","Toinen tehtävä oli jotenkin todella vaikea ja jouduin käyttämään siihen tuhottomasti aikaa. Olisin kaivannut hieman lisää vinkkejä sen tekemiseen."
