Time,ajankaytto,tyo_materiaali,tyo_harjoitukset,haaste_materiaali,haaste_harjoitukset,hyodyllisyys,innostavuus,soveltuvuus,mita_opin,vapaa_palaute
2016-04-09 06:57:05.103134+00:00,1,2,2,2,2,1,1,1,"Tein jakson melko hajanaisesti ja pitkällä aikavälillä. Voi siis olla että on ihan omaa syytäni että tämä osio tuntui melko hajanaiselta ja en vielä ole päässyt kovinkaan sisälle ohjlemoinnin maailmaan.",""
2016-04-07 12:21:56.586193+00:00,0,1,0,0,0,1,1,2,"",""
2016-04-04 11:22:42.429095+00:00,0,2,2,2,2,2,2,2,"Käsitteitä",""
2016-04-04 06:04:23.455391+00:00,0,2,2,2,2,3,3,3,"Opin lisää ohjelmoinnin koodeista ja paljosta muustakin.",""
2016-04-03 12:56:29.299771+00:00,0,2,2,2,2,3,3,4,"",""
2016-04-03 07:42:08.094703+00:00,0,2,2,2,2,2,2,2,"ettei tämä ole mahdotonta oppia",""
2016-03-31 11:11:46.177255+00:00,0,2,1,1,1,2,2,2,"ei mitään hajua",""
2016-03-31 11:03:24.801861+00:00,0,4,4,4,4,2,1,2,"en oikeestaan mitään",""
2016-03-31 09:50:14.481919+00:00,1,2,2,2,2,2,2,2,"",""
2016-03-28 19:00:12.575559+00:00,0,2,2,2,2,3,3,3,"Käsitteet, ymmärrän mistä ohjelmoinnissa on pohjimmiltaan kyse.",""
2016-03-28 17:55:20.073223+00:00,0,2,1,2,2,3,3,2,"Sopivasti kertaili ennestään tuttuja asioita.",""
2016-03-27 19:29:46.667677+00:00,2,2,2,2,2,2,2,2,"Väripixelin säätö, muuten aika sfääreissä noin normikäyttäjän näkökulmasta","Kannustavaa, että väärän vastauksen voi korjata.  En tiedä vielä mitä tulossa, mutta ehkä myöhemmin tää kokonaisuus loksahtaa paremmin paikoilleen. "
2016-03-26 11:55:25.816641+00:00,1,2,2,2,2,4,4,4,"Mukavasti perusasiaa, näillä on hyvä lähteä liikkeelle oppilaiden kanssa.",""
2016-03-25 13:39:35.883916+00:00,0,2,2,2,2,3,3,2,"",""
2016-03-23 07:21:53.718412+00:00,0,1,1,1,1,3,2,3,"",""
2016-03-21 20:24:24.798960+00:00,0,2,2,2,2,2,2,1,"",""
2016-03-21 20:14:49.935978+00:00,0,2,1,3,1,2,1,2,"",""
2016-03-20 12:37:42.580828+00:00,0,2,2,2,2,3,3,3,"Ymmärtämään joitakin Pythonin käskyjä esim. pisteen merkitys oli selvitetty hyvin.  Kuvaan en saanut lisätty koodia p.setBlue(0)   p.setGreen(0)  siten, että se olisi toiminut. Tuli aina virheilmoitus.",""
2016-03-19 09:53:50.164682+00:00,0,2,1,2,1,2,1,2,"",""
2016-03-19 07:30:22.476181+00:00,1,2,2,2,2,3,3,3,"Pythonin perusteita.","Kurssilla on selkeä esitystapa."
2016-03-18 22:03:39.303860+00:00,1,2,2,2,2,2,3,3,"",""
2016-03-18 20:01:54.304597+00:00,0,2,2,2,2,3,3,3,"",""
2016-03-18 10:03:02.799139+00:00,2,2,2,2,1,2,2,2,"",""
2016-03-18 06:54:43.891469+00:00,0,2,2,2,2,4,4,3,"Opin mitä pikseli tarkoittaa ja mitä esim # -merkin jälkeen tuleva teksti tarkoittaa (viesti koodaajalle, tietokone ei lue sitä). Lisäksi ymmärrän paremmin mitä koodissa lukee tai mitä halutaan tehdä esim. kuinka liikuttaa kilpikonnaa tiettyihin suuntiin (print -> ohjelma tekee toiminnon). Opin sen, että on olemassa erilaisia koodikieliä, joiden avulla voidaan ohjelmoida tietokone tekemään pyydettyjä toimintoja. Koodikielissä on eroja, mutta niistä löytyy 'perus'sanasto, jota tarvitaan koodin kirjoittamiseen. ","Itselläni ei ennen tätä kurssia ollut juuri lainkaan tietoa siitä, mitä koodaaminen oikeastaan on. Nyt minulla on jonkilainen käsitys siitä, mitä koodaaminen on.  Koodiaapinen on todella käyttäjäystävällinen. Tehtävät ovat monipuolisia ja motivoivia ja odotan innolla, että pääsen kokeilemaan itse koodaamista. Mielestäni oli kuitenkin hyvä, että kurssi alkoi helpolla tehtävillä ja keskeisten käsitteiden esittelyllä. "
2016-03-17 20:24:26.531686+00:00,0,2,2,2,2,4,4,4,"Opin, että Python näyttää varsin mielenkiintoiselta ja innostavalta kieleltä. Lisäksi opin, että näinhän ohjelmointia ja tietotekniikkaa pitäisi koulussa opettaa. Hienoa! ","Ruusuja tulee täältä. Aivan upeaa ja ennenkokematonta tällainen interaktiivinen kirja hienoine esimerkkeineen ja sisältöineen! "
2016-03-17 15:56:16.564474+00:00,0,2,2,2,2,3,4,4,"",""
2016-03-17 13:41:59.387349+00:00,0,1,1,1,1,2,2,2,"Perusteita Python-ohjelmoinnista.","Ensimmäisen tehtävän tekemiseen oli oikeastaan 3 viikkoa aikaa (hiihtolomat), mutta siinä oli selkeästi vähemmän tehtävää kuin toisena avautuneessa osiossa. Voisiko isoimman viikkomäärän sijoittaa jonnekin myöhemmäs, missä tehtävää varmasti on enemmän?"
2016-03-17 10:51:55.268572+00:00,0,2,2,2,2,2,2,2,"",""
2016-03-16 12:10:21.027943+00:00,0,2,2,2,2,2,2,2,"Heräsi mielenkiinto asiaa kohtaan ja taustatiedon saaminen olikin tärkeää vaikka aluksi vähän epäilin jaksanko lukea :)",""
2016-03-16 10:07:38.370309+00:00,0,2,2,2,2,3,1,1,"Muisteloa Pythonin peruskomennoista, joita joskus on itsekin tullut harrastuksena näpräiltyä. Turing oli täysin tuttu henkilö, koska olen aikanaan tehnyt hänestä esitelmän yliopistossa.",""
2016-03-15 18:52:17.994669+00:00,0,2,2,2,2,2,2,2,"",""
2016-03-15 13:31:40.561285+00:00,1,2,2,2,2,2,2,1,"Uskoakseni perusjuttuja ja alkeita.",""
2016-03-15 11:44:04.028937+00:00,1,2,1,1,1,2,3,2,"Jaksossa ei tullut paljoakaan sellaista, mikä olisi ollut minulle täysin tuntematonta. Tiesin suurin piirtein, miten tietokoneet toimivat ja mikä on ohjelmointikieli ja Turingin koneestakin olin kyllä kuullut. Mielenkiintoista oli katsoa koodinpätkiä ja todeta, että niistä voi ymmärtää jotain.","Voisi olla enemmän päättelytehtäviä koodinpätkistä tyyliin 'Jos vaihdat tämän kohdan, mitä tapahtuu'. Niitä pähkäillessä oppii."
2016-03-14 18:15:17.165253+00:00,1,2,2,1,1,3,2,3,"Python kielen komentoja, Mikä on Turingin kone, Tietokoneen perusperiaate. Se oli tavallaan uutta, että kaikki koneet tekee saman...sitä ei ole tullut ajatelleeksi, että näinhän se on.","Oli hyvä, että alkulauseessa esiteltiin kunnolla sitä, että tämä kurssi soveltuu nimenomaan meille yläkoulun opettajille, jotka ihmettelemme OPSin muuttumista. Tämä nyt vähän helpottaa oloa. Hyvä, kun tehtävät ikään kuin toimivat tsekkauspisteinä, että on edennyt."
2016-03-14 17:33:29.230329+00:00,1,2,2,2,2,3,2,3,"",""
2016-03-14 14:33:30.771000+00:00,0,2,1,0,0,2,3,3,"Perusasioita Pythonista ja tietokoneista. Oikeastaan pitkälti tuttuja muun harrastuneisuuden, esim. Java-ohjelmoinnin, kautta.",""
2016-03-13 21:11:22.141448+00:00,1,2,2,2,2,3,3,3,"Hoksaisi, että ohjelmoinnin avulla voidaan laskea, kirjoittaa, piirtää ja muokata kuvia eri tilanteissa. Varsinkin tuo kilpikonnan piirtämä neliö antoi ajatuksen että tällä tavalla voitaisiin käydä geometrisia kuvioita. Oppilas ehkä kiinnittäisi enemmän huomiota sivun pituuksiin ja kulmien suuruuksiin, niiden suhteisiin.",""
2016-03-13 20:51:50.808069+00:00,2,2,1,2,2,2,2,2,"Alustava käsitys Pythonista + palautui mieleen asioita, joita olen aikanaan oppinut yleisemmin tietokoneista ja ohjelmoinnista.","Hauskaa, kun voi kokeilla muokata koodia ja katsoa helposti ja nopeasti, miten tuloste muuttuu."
2016-03-13 18:54:27.416452+00:00,0,2,2,1,1,2,2,2,"",""
2016-03-13 18:09:57.301462+00:00,0,2,2,2,2,1,1,1,"",""
2016-03-13 15:12:58.697466+00:00,0,2,2,2,2,3,3,2,"Ohjelmoinnin perusteita. Paljon perustietoa. ",""
2016-03-13 15:04:30.725420+00:00,2,2,2,1,1,2,2,1," Opin alkeita siitä, minkälaista notaatiota pythonissa käytetään. Kertasin pistenotaation käytön. Opin uutta kuvankäsittelystä. Kilpikponnia muistan käsitelleeni joskus alakoulussa vajaa 30 vuotta sitten.",""
2016-03-13 14:24:14.666772+00:00,1,2,2,2,2,1,1,1,"",""
