Time,ajankaytto,tyo_materiaali,tyo_harjoitukset,haaste_materiaali,haaste_harjoitukset,hyodyllisyys,innostavuus,soveltuvuus,mita_opin,vapaa_palaute
2016-05-10 15:04:40.536374+00:00,0,2,2,2,2,2,2,2,"",""
2016-05-06 14:29:51.660887+00:00,2,2,2,2,2,3,3,3,"",""
2016-04-30 14:20:23.840874+00:00,1,2,2,1,2,2,2,2,"",""
2016-04-26 17:56:43.558190+00:00,1,2,2,1,2,3,3,4,"",""
2016-04-21 10:56:02.385377+00:00,0,0,2,0,2,1,2,2,"Sain ohjelmoitua kissan jollakin tavalla, mutta en ole varma onnistuiko se. Sain vinkkejä, kuinka opettaa pelin tekemistä lapsille, mutta se vaatii osaamista opettajalta ja oppilailta aiemmin opeteltujen asioiden sisäistämistä.","Tämä tehtävä oli mielestäni vaikein."
2016-04-21 10:39:31.400886+00:00,0,1,2,1,2,3,2,2,"Kissan askeleiden laskemisen.","Tehtävä oli todella haastava ja ohjeet eivät ole tarpeeksi kattavia. Pedagoginen tehtävä ei edelleenkään onnistu, sillä tekstini poistuu sieltä yhä."
2016-04-18 15:46:23.248053+00:00,0,2,2,2,2,2,2,2,"",""
2016-04-15 07:09:57.933106+00:00,0,2,2,2,2,3,2,2,"Tämä oli jo siinä mielessä haasteellisempi osuus, sillä käsitteitä oli tullut jo useampia tähän mennessä. Muuttujien käyttäminen vaatii kyllä lisäperehtymistä, mutta tietynlainen peruskäsitys kuitenkin muodostui.","Asia oli jälleen ytimekkäästi esitetty ja ohjaavia sekä selkeyttäviä videoita oli jälleen hyvin tässä osioissa, kuten kaikissa muissakin. Videot auttavat todella paljon, kun näkee aivan käytännössä, miten jokin tehdään - pelkästään lukemalla olisi niin haasteellista, että voisi jäädä tekemättä. Kiitos niistä!"
2016-04-14 10:00:41.446859+00:00,1,1,1,1,1,3,3,3,"Tuntui, että kerralla tuli paljon uutta tietoa. sen omaksumiseen pitää tehdä vielä lisää harjoituksia. Jälleen kokeilemalla ja yrityksen ja erehdyksen kautta oppii koko ajan uutta. Opin, että kannattaa rohkeasti kokeilla. Samaan lopputulokseen voi löytyä monia eri reittejä.","Olisiko tätä osiota voinut vielä pilkkoa pienemmiksi osiksi? Tuntui, että kerralla tuli paljon uutta."
2016-04-12 08:33:50.964901+00:00,2,2,2,2,2,4,3,4,"Opin luomaan peleihin muuttujia, jolla voidaan kerätä esim. pisteitä. Testasin erilaisia pelejä, joissa muuttajaa voi hyödyntää. On erittäin näppärä työkalu. ",""
2016-04-10 20:14:48.667291+00:00,0,2,2,2,2,2,2,2,"",""
2016-04-10 14:53:42.445208+00:00,2,1,2,1,2,3,3,3,"Tällä viikolla opin mikä on muuttuja.  Tehtävien tekeminen oli kerrankin hieman helpompaa, koska aloin vihdoinkin ymmärtää miten Scracth toimii.  Haastetta löytyi edelleen.","Hei,  Olisin palauttanut nämä palautteen ajoissa (enkä vasta tänään su 10.4.!!!!), jokaisella viikolla määräaikaan mennessä, jos olisin nähnyt nämä sivulla. Olen aikaisemminkin jo ihmetellyt, miksei minulla näy mitään pisteitä ja siitä pistin emailiakin jo 3.viikon jälkeen kun ihmettelin mikseivät ne näy. Vastaukseksi sain vain 'että ne tulee sitten jossain vaiheessa näkyviin' -- ei tullut mitään neuvoa tai ohjeita, MIKSEIVÄT ne näy minulle, että mitä olisi pitänyt tehdä tai mistä olisi pitänyt osata etsiä.  Olen jokaikisen tehtävän tehnyt ajoissa ja kaikka lisätehtävät myös. Olen myös kirjoittanut padlettiin mitä on viikottain pyydetty. Olen käyttänyt tunteja viikossa tämän kurssin tekemiseen muiden yliopiston kurssien kanssa. ¨  Olen erittäin harmistunut, surullinen, pettynyt ja kettuuntunut siitä, että vasta tänään su 10.4.2016 minulle selvisi ystäväni avustuksella, että missä mättää. Olisin saanut täydet pisteet tehtävistä, JOS minulla olisi näkynyt palautekohdat.   Nyt minua huolestuttaa eritttäin paljon kurssin läpipääseminen. Joka johtuu vain siitä, ettei tekniikkapaholainen ole toiminut.  Yst.terv. Satu Laine"
2016-04-10 14:01:56.790040+00:00,1,2,2,2,2,3,2,3,"",""
2016-04-10 09:28:40.406301+00:00,1,1,3,2,3,4,3,4,"",""
2016-04-10 08:46:12.489263+00:00,0,2,2,2,2,3,3,3,"Muuttujan tekeminen. Ja taas vähän lisää ymmärrystä siitä, miten koodi toimii. Alkuun kun kävi niin, että askeleet aina nollautuivat, kun silmukan sisälle olin sijoittanut väärän käskyn.",""
2016-04-09 16:59:07.262930+00:00,3,1,1,1,1,2,2,2,"Välillä toimii välillä  ei!",""
2016-04-09 11:26:08.724019+00:00,1,2,2,2,2,3,2,2,"",""
2016-04-06 19:04:04.528778+00:00,0,0,4,1,4,2,2,2,"Kun en opi ja en ymmärrä","en osaa koodata kissaa toiminaan oikein, eikä löydy mistään neuvoa miten se tapahtuu"
2016-04-06 17:42:00.239444+00:00,2,2,2,2,2,2,2,2,"",""
2016-04-06 15:14:20.987266+00:00,0,1,2,1,2,3,3,2,"","Suurempi harppaus kuin aiempien jaksojen välissä."
2016-04-04 19:18:42.483303+00:00,1,2,2,2,2,2,3,3,"Opin tekemään projektiini useamman muuttujan ja aloin ymmärtää taas enemmän koodikieltä ja sitä, että samanaikaistoimintoja pystyy luomaan melko yksinkertaisesti kun ymmärtää idean. Koko ajan tapahtuu edistystä ja oppimista, vaikkakin hitaasti :)",""
2016-04-04 17:39:42.467990+00:00,1,2,2,2,2,3,3,3,"kysymyksen esittelyä ja vastauksen käsittelyä.",""
2016-04-04 17:38:04.432313+00:00,1,1,2,3,3,2,3,3,"Tauon (loma) jälkeen oli haastavaa palauttaa mieleen kaikki komentotoiminnot. Nyt tuli niihin lisäksi mahdollisuus laskurin käyttöön, jolloin tehtävään saa pelillisyyden tuntua enemmän.","Kokonaisuus on hieman epäselvä. Edelleen kaipaisin tarkistusmahdollisuutta, ei vain valmista mallisuoritusta."
2016-04-04 17:02:30.606957+00:00,1,1,1,1,1,3,3,3,"Muttuja-käsitteen ja käytön alkeet. Kovasti pitää harjoitella! aikapula!","Teoriaosaa saisi mielestäni olla enemmän. Ehkäpä myös esimerkit auttaisivat käsitteen ymmärtämiseen."
2016-04-04 13:08:45.530944+00:00,1,1,2,2,2,3,2,3,"Opin, miten luotuja koodiryhmiä on mahdollista kopioida toiselle hahmolle ilman, että tarvitsee kirjoittaa pitkiä komentoja uudestaan. Kaksi tapaa: hiirellä vetäen tai reppuun pudottaen, mikä toimii myös eri projektien ollessa kyseessä. Kätevää.","Innostus on edelleen olemassa, vaikka harmittaa, etten mitenkään ehtinyt palauttamaan tehtävää määräajassa, vaan meni maanantain puolelle:("
2016-04-04 05:12:02.115568+00:00,0,2,2,2,2,2,3,2,"Kokeilemalla oppii. Vaatii keskittymistä ja pohdintaa.",""
2016-04-04 05:09:17.059339+00:00,2,3,3,2,2,2,2,2,"Annetun uuden asian.","-"
2016-04-03 21:05:46.121032+00:00,0,1,2,1,3,2,2,2,"",""
2016-04-03 20:28:43.849919+00:00,1,1,2,1,1,3,3,3,"Muuttujien käytön ja käyttäjävuorovaikutuksen toteuttamisen Scratchissa.","Edelleen neljättä jaksoa tehdessä joudun haahuilemaan selaimen välilehtien välillä etsimässä, että missäs se pedagogisen tehtävän palautus olikaan. Ymmärrän ja hyväksyn kyllä linkkautumisen ulkopuolisille sivustoille, mutta jotenkin se kurssin 'selkärankasivu' aina katoaa.  Toinen mitä en edelleenkään ymmärrä, on palautussivun pistelaskulaatikko. Se näyttää aina nollaa pistettä ja nollaa tehtävän palautusta - ymmärtääkseni siinä pitäisi kai näkyä kaikkien palauttanedien lukumäärä?"
2016-04-03 20:25:36.089101+00:00,2,2,2,2,2,4,3,4,"Muuttuja-käsitteen sekä sen käyttöä Scratchillä. Kun sai vapaasti kokeilla oman pelin koodaamista, löysin Scratchistä kaikkea uutta, mitä ei ollut aiemmin tullut vastaan. Opin käyttämään pisteet -muuttujaa, jonka ansiosta pystyin tekemään opetuskäyttöön soveltuvan yksinkertaisen pelin. Voin siis jatkossa hyödyntää koodaustaitojani paitsi ohjelmoinnin opetukseen myös muiden oppiaineiden opetukseen oppimateriaalien laatimisen muodossa.","Kun tehtävänä oli koodata peli, olisin kovasti halunnut tietää, miten hahmoa voidaan liikutella nuolinäppäimillä. Tästä olisi mielestäni hyvä olla opetusvideo Koodiaapisen sivuilla."
