Time,ajankaytto,tyo_materiaali,tyo_harjoitukset,haaste_materiaali,haaste_harjoitukset,hyodyllisyys,innostavuus,soveltuvuus,mita_opin,vapaa_palaute
2016-04-12 12:12:50.265383+00:00,2,2,2,2,2,2,3,2,"Aloitin jo syksyllä kurssin suorittamisen, mutta se jäi vähäisen ajan vuoksi kesken. Kertailin siis aiemmin opittuja asioita ja tein kaikki harjoitukset. Hyvin meni oppi perille kaikesta tähän jaksoon liittyvästä asiasta. ",""
2016-04-06 12:05:10.540935+00:00,0,2,2,2,2,3,2,2,"Opin perusteita Racketin käytöstä ja koodaamaan muutamia kuvia. Opin myös sen, että Racket on mahdollisimman huono ohjelma kuvan käsittelyyn - vaikka ymmärrän toki, että sillä oli helppo aloittaa harjoitukset. Jos kuvia pitää tehdä, on siihen olemassa huomattavasti sujuvampiakin ohjelmistoja :) ","Opettaja lähti liikkeelle käyttämällä heti matemaattisia termejä, kuten funktio jne. Itse en ole kuitenkaan perehtynyt koodaamiseen, enkä ole matemaatikko, joten ihan perusasioita olisi voinut käydä selkeämmin lävitse. Kuten mikä on 'lause', 'käsky' jne. Muutenkin opettaja tuntui esittävän asiat tavalla, joka tuntui hiukan nurinkuriselta - johtuen varmaan erilaisesta oppiaineesta/koulutustaustasta. Muuten tosi hyvä ja haastava aloitus!"
2016-04-04 07:49:36.989601+00:00,2,2,2,2,2,3,4,3,"Koodaamaan kuvia.",""
2016-03-29 07:24:59.830236+00:00,3,2,2,4,4,2,2,2,"",""
2016-03-28 12:44:18.259924+00:00,3,2,2,2,2,3,3,3,"Käyttämään kuvafunktioita.","Kesti kauan löytää tehtävän palautuspaikka. Jakson 1 sisältösivuilla olisi hyvä olla linkki palautuspaikkaan. Nyt siellä kyllä kerrottiin tehtävä, muttei minne palautetaan. Muutoinkin jotenkin häiritseee hyppiminen paikasta toiseen (A+. Koodiaapinen,.rubic, keskustelualue jne) Olisikohan tähän saatavilla jotain helpotusta. Esim. selkeemmin yksi aloitussivu, josta pääsee jokapaikkaan, jota tarvitaan?? "
2016-03-26 17:51:19.759352+00:00,2,2,2,2,2,3,3,3,"",""
2016-03-25 07:07:49.789605+00:00,0,2,2,2,2,3,3,3,"Koodaamalla kuvaa, opin, että koodauksessa kannattaa (ainakin aloittelijan) rakentaa koodi pienistä paloista, joita sitten yhdistelee. Kuvan keksimiseen meni aikaa, joka olisi hyvä koodata. Pupun sai jaettua hyvin osiin (korvat, pää, vartalo, jalat...), jonka jälkeen osat oli helppo yhdistää. Erittäin hyvä alkuharjoitus koodaamisen.","Kuten edellä jo mainitsin, aivan loistava alkuharjoitus koodauksen opetteluun."
2016-03-23 14:05:41.263405+00:00,2,2,2,2,2,4,4,4,"Opin tekemään kuvan WeSchemellä.",""
2016-03-22 19:27:11.513459+00:00,1,2,2,2,2,2,3,3,"Koodauksen alkeita, miten kuvia saa tehtyä. Mielestäni on havainnollisuudessaan oivaa opetusmateriaalia myös koodauksen aloitukseen koulussa.",""
2016-03-22 18:01:50.213768+00:00,0,2,2,2,2,2,2,2,"perusasioita","Palautin .png:nä ja silti ruufussa on ohje palautuksesta. Siis lähetin oikeassa muodossa, enkä ymmärrä palautetta."
