Time,ajankaytto,tyo_materiaali,tyo_harjoitukset,haaste_materiaali,haaste_harjoitukset,hyodyllisyys,innostavuus,soveltuvuus,mita_opin,vapaa_palaute
2016-03-22 17:34:00.966396+00:00,2,2,2,2,2,2,2,2,"",""
2016-03-22 11:21:27.830437+00:00,0,1,1,2,2,2,2,2,"",""
2016-03-21 19:07:39.797248+00:00,0,2,2,2,2,2,2,2,"Opin siitä, miten samassa asemassa me kaikki opettajaopiskelijat/ammattitaitoiset opettajat olemme tämän koodauksen harjoittelussa. Harva meistä osaa täysin koodauksen salat, joten ei tule liikaa murehtia, mikäli saman tien ei ymmärrä. ","Eipä minulla ole antaa. Hyvältä kurssilta vaikuttaa."
2016-03-21 18:39:46.545972+00:00,0,2,2,2,2,3,3,3,"Koodaamisen peruskäsitteitä. Itse olisin vaihtanut tai liittänyt nämä jo ykkösjaksolle. Mielenkiintoinen motivointikeino tuo myöhästymissanktio noissa pisteissä😄. Ohjaako pysymään aikataulussa.....hm......meni herne nenään tuosta tyylistä.Itse en käytä vastaavaa pedagogiikkaa.","Tuossapa ne ylälaatikossa on. Risut ja ruusut."
2016-03-21 10:55:19.995266+00:00,0,2,2,2,2,3,3,3,"",""
2016-03-20 21:38:56.383261+00:00,0,1,2,2,2,2,3,3,"sain kissan puhumaan",""
2016-03-20 21:24:15.816843+00:00,1,2,2,1,2,4,3,4,"Nyt pääsin alkuun ja tuntuu kiinnostavalta ja palkitsevalta, yes!","Löytyykös nuota malliratkaisuja jostain tai siis muiden ratkaisuja, kuten Scretchin puolella?"
2016-03-20 20:35:13.510103+00:00,0,2,2,2,2,2,2,2,"Tehtävien avulla on mukava tutustua appiin. Videot ovat sopivan lyhyitä ja konkreettisia ja näin innostavat kokeilemaan ohjelmaa.",""
2016-03-20 20:34:10.191182+00:00,0,1,2,2,2,2,2,2,"","Ei ihan pelitä tämä ympäristö. Esim. Kommentin jättämisestä ei jää jälkeä , että olisi palautteen antanut. Miksi on ominaisuus joka ei toimi? ei ole pedagogisesti hyvä. Muutenkin tabletmaailmassa on ongelma pirstaleisuus, kun kokainen yksittäinen toiminto on eri paikassa, kuten nyt esim. Keskustelut. Palautteen anto rubrikissa on helposti sekavaa sillä siellä on tyhjiä kommentteja ilta ei saa aina edes suljettua, aikaa palaa turhaan näppäilyyn. Sitten opiskelijoiden keskustelut ovat myös eri paikassa. "
2016-03-20 20:17:05.325139+00:00,0,1,1,1,1,3,2,3,"Löysin monia sovelluksia opetuskäyttöön ja kokeneempien kommentteja niiden soveltuvuudesta. ","Pohdintatehtävä tuntui 'tyhjältä' kun ei ollut omaa kokemusta ollenkaan. Aika harvalla taisi olla, samat käyttövinkit toistuivat."
2016-03-20 20:05:40.162985+00:00,2,2,2,2,2,1,1,2,"Sain vinkkejä hyvistä koodaussivustoista toisilta opiskelijoilta. Pääsin jo testeilemaan muutamia. Lisäksi tutustuin enemmän Scratch junior-appiin ja sen käyttömahdollisuuksiin.",""
2016-03-20 19:55:19.040285+00:00,1,2,2,1,1,2,2,3,"Lauseen koodaamisia. Pidempiä ja lyhyempiä komentojnoja, sekä puhetta mukaan omaan koodiin. Tällä viikolla kissa oppi jo puhumaan, sekä pomppimaan. Opin myös tuomaan lisää hahmoja ja muuttamaan hahmojen värejä. ","Todella helppo jakso. Monia tämän jakson asioista kokeilin jo ensimmäisellä jaksolla"
2016-03-20 19:43:48.060614+00:00,2,2,2,2,2,3,3,3,"Scratchissa eteneminen asteittain motivoi samoin kuin koodauksessa käytettävän kielen oppiminen. Peleihin tutustumalla itsenäisesti oppii kyllä pelien käyttöä ja voi ohjata oppilaita pelaamaan, mutta ne eivät selosta periaatteita ja taustoja, kuten esim. tämän viikon kurssimateriaali.  Opin sanastoa ja tallentamaan työni scratch jr ohjelmassa.",""
2016-03-20 19:41:52.252645+00:00,0,2,2,2,2,3,2,2,"Opin ohjelmoinnin peruskäsitteitä ja niiden välisiä suhteita sekä sitä, mitä ne käytännössä tarkoittavat.",""
2016-03-20 19:06:17.698975+00:00,1,2,2,2,2,2,2,2,"Tekemään kloonin kissasta ja värjäämään sen. ","Harjoitukset tuntuvat haastavilta, mihin voi olla syynä se, että teen ne tietokoneella ja Scratch sivuston ohjelmalla."
2016-03-20 18:52:16.802756+00:00,1,2,2,2,2,3,3,3,"Opin, miten Scratch ohjelmassa tallennetaan. Opin myös puhekuplan käytön sekä miten hahmon väriä muutetaan. Opin myös 'toisto'-komennon käytön. Eli kun olet tehnyt komentoketjun siihen pystyy lisäämään oranssin palikan, jolla voi määrätä, kuinka monta kertaa annettu koodi tehdään. Lisäksi opin, miten hahmo saadaan aloittamaan aina samasta aloituspaikasta.",""
2016-03-20 18:47:37.886297+00:00,0,2,2,2,2,2,2,2,"Tällä viikolla opin liikuttelemaan Scratch-kissaa mahdollisimman vähäisellä määrällä blokkeja. En ssanut kyllä niitä hyvin tallennettua vaikka nimesinkin ne. Kaikki palautukseni ja vastaukseni eivät näytä menneen/tulleen perille, vaikka ne olen lähettänyt. En myöskään löytänyt muiden ajatuksia, joita kommentoida. Ensimmäisellä kerralla pääsin padletiin lukemaan muiden hienoja ajatuksia, nyt en löydä padlettia.. ","Kommunikointi kurssin ohjaajan kanssa vaikeata. Kuuleeko tai saako hän vastaukseni ja kysymykseni, en tiedä. En vielä osaa kaikkea ja voi olla, että teen jotakin väärin. ei ole feedbackia, niin vaikea tietää. Ja edelleen, kun vastaan johonkin pedagogiseen pohdintaan, se ei näytä menevän minnekään."
2016-03-20 18:44:09.294148+00:00,0,2,2,2,2,3,3,3,"",""
2016-03-20 18:36:14.709621+00:00,0,2,2,2,2,4,4,4,"Tutustuin tarkemmin ohjelmaan ja opin suorittamaan pidempiä tehtäviä ja muuttamaan kissan väriä ja lisäämään toisen kissan.",""
2016-03-20 18:14:33.268003+00:00,2,2,2,2,2,3,3,3,"Huomaan ajatteluni kehittyneen jo näinkin lyhyessä ajassa ohjelmalliseen suuntaan. Huomaan miettiväni miten jonkin asian voisi suorittaa ohjelmoinnin avulla esim. oppilaat voisivat ohjelmoida toisiaan käskyjen avulla, pilkotaan kokonaisuuksia pienemmiksi osiksi. Koodaustehtävien tekeminen oli jo paljon helpompaa kuin viimeksi ja koodi muodostuu lyhyemmistä lauseista. Lisäksi huomasin, että lapseni tekee jotkin lauseet eri lailla, vaikka lopputulos onkin sama. Lapset innostuvat koodauksesta helposti ja oppivat nopeasti. Itsekin koen onnistumisia oppiessani lisää uusia asioita ja tämä on todella motivoivaa ja tähän on helppo uppoutua useammaksi tunniksi.","Oli vaikeaa lähteä etsimään pyydettyjä appseja, kun en tiennyt mistä niitä lähtisin etsimään. Kommentointitehtävässä huomasin, että siellä olikin mainittuna tuttu code.org-sivusto, jota  olin jo syksyllä käynyt kokeilemassa. Sitä en kuitenkaan osannut hakea itsenäisesti, joten kaipaisin siis tarkentavia ohjeita esimerkin omaisesti."
