Time,ajankaytto,tyo_materiaali,tyo_harjoitukset,haaste_materiaali,haaste_harjoitukset,hyodyllisyys,innostavuus,soveltuvuus,mita_opin,vapaa_palaute
2016-05-24 18:57:34.676299+00:00,0,2,2,2,2,3,3,4,"",""
2016-05-23 19:23:12.681103+00:00,2,2,2,2,2,3,3,3," "," "
2016-05-23 08:30:29.299510+00:00,0,2,2,2,2,2,3,2,"","Oppilaat varmaan mielellään tekevät tunnistuspelejä toisilleen, mutta etukäteen ajateltuna saattaa olla aika haastavaa oppia tekemään niitä käytettävissä olevan ajan puitteissa. Ehkä tällainen tehtävä sopisi jollekin valinnaiskurssille paremmin."
2016-05-17 17:01:41.194511+00:00,4,2,2,2,2,2,2,2,"",""
2016-05-17 09:17:24.707701+00:00,3,2,2,2,2,3,3,3,"Opin tekemään erilaisia 'kilpailuja', joita voi oppilaiden kanssa käyttää oikeastikin. Edelleen on hakusessa silmukan teko, siihen tarvitsee ottaa mallia, jotta sen saisi tehtyä. Sitä en myöskään osaisi edelleenkään opettaa oppilaille, koska ei ole kunnolla tietoa, miten silmukka kootaan. Ehkä se tulee sitten tutummaksi, kun on kunnolla aikaa koodailla ja harjoitella.",""
2016-05-16 08:57:55.879554+00:00,4,2,2,3,3,3,2,2,"",""
2016-05-15 18:34:27.488064+00:00,1,2,2,2,2,2,2,1,"",""
2016-05-10 08:41:31.334278+00:00,3,2,2,3,3,2,0,0,"Listatyökalun, mutta alkaa mennä aivot tilttiin koodatessa. Olen myös jaksojen aikana oppinut etten kykene opettamaan koodausta koulussa, eli unohdetaan se polku. Korvienvälin kapasiteetti loppuu ja itsetunto heikkenee tässä hommassa.","Suunnataan nämä kurssit sinne tietojenkäsittelylinjoille"
2016-05-09 08:16:43.715579+00:00,0,1,2,1,2,2,2,3,"",""
2016-05-05 23:19:14.869551+00:00,0,3,3,3,3,3,2,2," Kuvien lisääminen; huh huh! Listat: tehokas tapa käsitellä isoa määrää tietoa,  tarvitaan vain vähän koodia rekursiivisia funktioita ","En tarkistanut, oliko tiettyjen kuvien käyttö luvallista (Google-kuvahaku)"
2016-05-05 19:02:01.009528+00:00,5,2,2,2,2,3,3,2,"",""
2016-05-01 20:51:51.697815+00:00,3,4,3,4,4,2,1,2,"opin erilaisia listoihin liittyviä funktioita (esim. member?, remove)","Tämä oli todella vaikeaa minulle. En päässyt malliratkaisuistakaan selville. Ajattelin jo luovuttaa koko kurssin kanssa, kunnes huomasin, että 6. jakso on helpompi. "
2016-05-01 17:34:30.405684+00:00,0,4,3,4,4,1,0,1,"En mitään uutta. Tekniikka ei toimi. Usko meni.","Tekniikka pitää saada kuntoon, sitten voin jatkaa tätä kurssia.  En kertakaikkiaan voi käyttää näin paljon aikaa asioiden etsimiseen. Olen tehnyt ison läjän vertaisarviointejakin tosissani, mutta ne eivät näy missään. En ole niiden perään huudellut. Ei se mitään, minä en tarvitse tästä todistusta, vaikka olenkin tehnyt töitä jo monen opintopisteen verran.  Hyvää kevään jatkoa!  Eipä tämä palautekaan lähtenyt, koska tehtäväpalautteessa tapahtui virhe - jälleen."
2016-05-01 17:17:54.223827+00:00,0,2,2,2,2,2,2,2,"Listojen ja kuvien käytön esim. kyselyissä.",""
2016-05-01 14:35:36.042437+00:00,0,2,2,2,2,3,2,3,"Lista on aika kätevä ja yksinkertainen rakenne.","Kiva jakso. Ei liian vaikea."
2016-05-01 14:10:19.078569+00:00,3,2,1,2,2,3,3,3,"",""
2016-05-01 13:41:36.951942+00:00,6,2,2,2,2,4,4,4,"Listojen käyttämistä laskemisessa, kuvan käyttöä pelissä ja tunnistus- ja valintapelin koodaamisen listojen avulla.",""
2016-05-01 10:10:44.813457+00:00,5,2,3,2,2,3,3,3,"Sain tehtyä muutamien vaikeuksien ja ongelmien kautta lopulta tietovisan Drracketilla.",""
2016-05-01 10:03:26.000715+00:00,2,2,2,2,2,3,3,3,"Tekemään tunnistuspelin",""
2016-05-01 05:40:54.712058+00:00,3,2,1,2,2,1,2,1,"listan käsittelyä rekursiivisesti",""
2016-05-01 05:36:56.309561+00:00,3,2,1,2,2,2,3,3,"",""
2016-04-30 20:57:54.406793+00:00,2,2,2,2,2,2,2,2,"Opin tekemään tunnistuspelin. Kurssilaiset palauttivat tosi hienoja töitä, niitä varmasti voi käyttää jatkossa itsekin tunneilla.",""
2016-04-30 20:22:40.893262+00:00,2,2,2,2,2,3,3,3,"Tekemään yksinkertaisia kysymys-vastaus-pelejä. Tätä voisi hyödyntää interaktiivisten koetehtävien tekemisessä. ","Tämä jakso oli aika onnistunut. Se ei turhauttanut vaikeudella, mutta siitä oppi kuitenkin jotain uutta ja hyödyllistä. "
2016-04-30 13:34:04.638540+00:00,4,2,2,2,2,4,4,4,"Racketin ohella aika paljon koneeni tietoturvasta. Koneeseen asennettiin juuri uusi tietoturvaohjelmisto ja se esti kuvien lataamisen WeSchemeen. Tietoturva-ohjelmisto ei tietenkään ilmoittanut, että se estää toiminnon, vaan itse piti tämäkin keksiä;-)  Lopulta kun älysin ottaa tietoturvan pois käytöstä, niin kuvien siirto tuli mahdolliseksi. Varmaan hyödyllinen opetus tämäkin, niin tiedän tarvittaessa ohjeistaa oppilaita tällaisessakin mahdollisessa ongelmassa. Racketin puolella listan käyttö tuli ainakin jossakin määrin tutuksi ja sain koodattua kivan pelin, jota voin käyttää 7.-luokan matikan tunneilla.","Ruusuja jälleen erinomaisista videoista ja kivoista harjoituksista. Ja ruusut myös siitä, että muiden kurssilaisten pelit on näkyvillä. Niistä saa ideoita omiin harjoituksiin, jos ei itse ole vielä tehnyt ja toisaalta voi katsoa, että mitä joku muu on tehnyt, niin itse voi valita jotakin muuta. Tätä en hoksannut kurssin alussa ja vähän harmitti, että valitsin logoksi sellaisen, jonka olikin jo joku toinen valinnut. Aluksi luulin, että pääsen katsomaan muiden töitä vasta, kun olen omani palauttanut. Kehitysidea: edellisessä vastauksessani mainittu tietoturvaohjelma-ongelma voisi olla hyvä lisä mainittavaksi jossakin kohtaa kurssia, sillä uskoisin ettei se koske vain minua, vaan voi tulla jonkun muunkin kurssilaisen ratkaistavaksi."
2016-04-30 12:36:13.772162+00:00,0,3,3,3,3,2,2,2,"",""
2016-04-29 19:59:34.547348+00:00,2,2,2,2,2,3,3,3,"Tekemään tietovisapelin listojen avulla.",""
2016-04-29 15:20:58.702495+00:00,0,2,2,2,2,3,3,3,"Tuntui tosi vaikealta aluksi, mutta malliratkaisujen avulla pääsin kärryille. Sain muunneltua oman versioni ja opin samalla paljon! ","Kaikki ok!"
2016-04-29 14:26:42.857144+00:00,4,2,2,2,2,3,3,3,"Pelin tekeminen niin, että voin laittaa vastausvaihtoehdot. Lisäksi kuvien lisääminen peliin. Myös tunnistuspelin tekeminen olisi kaiketi onnistunut. Löysin myös virheeni ja sain pelin toimimaan niin kuin olin halunnut.",""
2016-04-29 13:16:59.251374+00:00,2,2,2,2,2,3,2,3,"Opin teemään monivalintapelin ja tekemään listoja sekä käymään niitä läpi.","Tehtävä luulisi kiinnostavan oppilaita."
2016-04-28 18:35:37.587027+00:00,2,2,3,2,3,2,2,2,"",""
2016-04-28 14:50:12.158123+00:00,0,2,2,2,2,3,3,3,"",""
2016-04-28 13:19:03.793210+00:00,4,2,2,2,3,3,3,2,"",""
