Vastausaika	ID	Ikä	Sukupuoli	Asuinpaikka	Työtilanne		Oppiaste												Koulun kunta	Oppiaineet																			Linjat			Palaute	Avoin palaute				Etenemistahti	Suorittaminen	Seuraaminen	Keskeytys																																											Motivaatio												Tuki					Käytäntöön		Kurssin sisällöt																	Kurssin muoto					Racket-linjan kysymykset	Racket-linjan suorittaminen	Työmäärä	Työkuorma	Racket-materiaalit							MOOCin toiminta						Vaikeustaso																				Mielipiteet												Soveltuvuus		Oletko matematiikan opettaja?	Sopivuus matematiikan opetukseen				TVT:n lisääminen matematiikan opetukseen		Mielipiteet ja tulevaisuus					
-		-	-	-	-	Muu, mikä:: Avoimet vastaukset	En missään	Esiopetus	Perusopetus luokat 1-2	Perusopetus luokat 3-6	Perusopetus luokat 7-9	Ammattillinen koulutus	Lukio	Ammattikorkeakoulu	Yliopisto	Vapaa sivistystyö	Muu, mikä:	Muu, mikä:: Avoimet vastaukset	-	Olen luokanopettaja	Olen erityisopettaja	Äidinkieli ja kirjallisuus	Matematiikka	Kielet	Biologia ja/tai maantieto	Fysiikka ja/tai kemia	Historia ja yhteiskuntaoppi	Terveystieto	Uskonto ja/tai ET	Oppilaanohjaus	Tietotekniikka	Käsityö	Musiikki	Kuvataide	Kotitalous	Liikunta	Muu, mikä:	Muu, mikä:: Avoimet vastaukset	ScratchJr	Scratch	Racket	Kuinka todennäköisesti suosittelisit kurssia?	Mitä hyvää kurssissa oli?	Mitkä asiat kaipaisivat kehittämistä?	Mitä olisit toivonut lisää?	Mitä poistaisit kurssilta?	etenemistahti	-	seuraaminen	en aikonutkaan suorittaa kurssia:ScratchJr	en aikonutkaan suorittaa kurssia:Scratch	en aikonutkaan suorittaa kurssia:Racket	aion suorittaa MOOCin keväällä:ScratchJr	aion suorittaa MOOCin keväällä:Scratch	aion suorittaa MOOCin keväällä:Racket	aion opiskella omalla ajalla:ScratchJr	aion opiskella omalla ajalla:Scratch	aion opiskella omalla ajalla:Racket	kurssi oli erilainen kuin odotin:ScratchJr	kurssi oli erilainen kuin odotin:Scratch	kurssi oli erilainen kuin odotin:Racket	opin jo sen, mitä tarvitsinkin:ScratchJr	opin jo sen, mitä tarvitsinkin:Scratch	opin jo sen, mitä tarvitsinkin:Racket	kiire:ScratchJr	kiire:Scratch	kiire:Racket	liikaa ohjelmointiharjoituksia:ScratchJr	liikaa ohjelmointiharjoituksia:Scratch	liikaa ohjelmointiharjoituksia:Racket	liian vähän ohjelmointiharjoituksia:ScratchJr	liian vähän ohjelmointiharjoituksia:Scratch	liian vähän ohjelmointiharjoituksia:Racket	liikaa pedagogista pohdintaa:ScratchJr	liikaa pedagogista pohdintaa:Scratch	liikaa pedagogista pohdintaa:Racket	liian vähän pedagogista pohdintaa:ScratchJr	liian vähän pedagogista pohdintaa:Scratch	liian vähän pedagogista pohdintaa:Racket	liian helppo:ScratchJr	liian helppo:Scratch	liian helppo:Racket	liian vaikea:ScratchJr	liian vaikea:Scratch	liian vaikea:Racket	MOOC-opiskelu ei sovellu minulle:ScratchJr	MOOC-opiskelu ei sovellu minulle:Scratch	MOOC-opiskelu ei sovellu minulle:Racket	muu, mikä?:ScratchJr	muu, mikä?:Scratch	muu, mikä?:Racket	muu, mikä?: Avoimet vastaukset	tarvitsin kurssista todistuksen	pidän aihetta tärkeänä	konkreettiset ohjelmointiharjoitukset	pedagogiset pohdinnat	muiden osallistujien jakamat ideat ja tulokset	kurssin tekstiaineistot	kurssin ohjevideot	kurssin palautevideot	ohjaajien kannustava asenne	oman koulun opettajat	muu, mikä?	muu, mikä?: Avoimet vastaukset	Kurssin vetäjiltä	Muilta MOOCin osallistujilta	Kollegoilta oppilaitoksessa	Tuttavilta	Perheeltä	-	toivottavasti en koskaan, miksi?: Avoimet vastaukset	Kurssi tarjosi menetelmiä ohjelmoinnin opettamiseen.	Kurssi ei tukenut kehitystäni ohjelmoinnin opettajaksi.	Kurssi lisäsi ohjelmoinnin opettamisessa tarvittavia tietoja.	Sain kurssilta konkreettisia vinkkejä omaan opetustyöhöni.	En saanut riittävästi eväitä ohjelmoinnin opettamiseen kurssilta.	Kurssi lisäsi itseluottamustani ohjelmoinnin opettamista kohtaan.	Kurssi syvensi tietojani ohjelmoinnin opettamisesta.	Kurssi antoi ohjelmoinnin opettamisessa tarvittavia taitoja.	Aion viedä kurssilla oppimiani asioita eteenpäin oman kuntani ja kouluni opettajille.	Kurssi lisäsi tietouttani ohjelmoinnista.	Sain riittävät valmiudet jatkaa itsenäistä opiskelua kurssin jälkeen.	Kurssi sai minut kyseenalaistamaan käsityksiäni ohjelmoinnista.	Kurssi muutti käsityksiäni ohjelmoinnista.	Suhtaudun ohjelmointiin eri tavoin nyt kuin kurssin alussa.	Kurssi sai minut innostumaan ohjelmoinnista.	Suhtaudun ohjelmoinnin opettamiseen eri tavoin nyt kuin kurssin alussa.	Kurssi lisäsi haluani oppia lisää ohjelmoinnin opettamisesta.	Käytetyt opetusmenetelmät edistivät oppimista	Sitouduin itse aktiivisesti oppimaan kurssin aikana	MOOC-muotoinen koulutus soveltui hyvin asian oppimiseen	MOOC-muotoinen koulutus soveltuu mielestäni hyvin täydennyskoulutukseen	Sain tarpeeksi ohjausta	-	Montako viikkoa sait valmiiksi?	työmäärä tunneissa	työmäärä	“tervetuloa MOOC viikolle x” - videot	videotutoriaalit, kuunteleminen	videotutoriaalit, mukana koodaaminen	PowerPoint-diat	harjoitustehtävät, tutustuminen	harjoitustehtävät, koodaaminen	keskustelupalsta	Vastasiko kurssi odotuksiasi?	Saitko kurssilta tarpeeksi tietoa ja taitoa ohjelmoinnin käsitteistä, ja siitä mitä on ohjelmoinnillinen ajattelu?	Opitko kurssin aikana käyttämään riittävän hyvin Racket-kieltä ja sen ohjelmointiympäristöjä siten, että pystyisit käyttämään sitä opetuksessasi ohjelmoinnillisen ajattelun opettamiseen?	Vastasiko kurssi odotuksiasi?: Avoimet vastaukset	Saitko kurssilta tarpeeksi tietoa ja taitoa ohjelmoinnin käsitteistä, ja siitä mitä on ohjelmoinnillinen ajattelu?: Avoimet vastaukset	Opitko kurssin aikana käyttämään riittävän hyvin Racket-kieltä ja sen ohjelmointiympäristöjä siten, että pystyisit käyttämään sitä opetuksessasi ohjelmoinnillisen ajattelun opettamiseen?: Avoimet vastaukset	muuttujan määrittely	kuvien piirtäminen (2htdp/image)	funktion määrittely	funktion suunnitteluportaat (ml. check-expect)	funktion koostaminen useammasta apufunktiosta	totuusarvot (true,false)	vertailuoperaattorit (, =, jne)	ehtolause (if)	valintalause (cond)	Boolean operaattorit (and, or)	listat (lähinnä Racket turtle)	silmukka (map, foldl, range)	display-read - kirjaston käyttäminen	universe - kirjaston käyttäminen	WeScheme:n käyttäminen	DrRacket:in käyttäminen	Koodarin käsikirjan käyttäminen	Eliademyn käyttäminen	palautettavan viikkoharjoituksen tekeminen (Padlet seinälle tuleva)	viikkoharjoitusten tekeminen (ne joihin oli malliratkaisut)	Aiotko käyttää kurssilla oppimiasi asioita opetuksessasi? Jos aiot, niin kuvaile lyhyesti, miten.	Mitkä asiat ovat mielestäsi tärkeimpiä asioita opettaa oppilaille aiheesta?	Aiotko käyttää Racket-kieltä ohjelmoinnin ja ohjelmoinnillisen ajattelun opettamisessa? Jos et, mitä kieltä tai muuta menetelmää aiot käyttää sen tilalla? Miksi?	Milloin arvioit tarvitsevasi kurssin tietoja ensimmäisen kerran?	Minkä luokka-asteen oppilaiden kanssa aiot ohjelmoida ensimmäiseksi?	Minkä asian opettaminen tuntuu tällä hetkellä vaikeimmalta?	Mitkä asiat voisivat auttaa ohjelmoinnin opetuksessa käytännössä?	Mitkä asiat saattavat toimia esteinä ohjelmoinnin opettamisessa käytännössä?	Millä tavalla ohjelmointi on huomioitu paikallisen opetussuunnitelman laatimisessa ?	Missä oppiaineissa sitä on tarkoitus hyödyntää, onko sitä oppiainerajat ylittävissä kokonaisuuksissa, tms.	Aiotko käyttää Koodausta kouluun -materiaalia oppilaittesi kanssa. Miksi?	Miten materiaalia voisi kehittää niin, että se toimisi paremmin oppilailla?	Racket-kieli (BSL,ISL,ASL) ja sen ohjelmointiympäristöt (DrRacket ja WeScheme)	Koodausta kouluun -materiaali (http://racket.koodiaapinen.fi)	-	Antoiko materiaali sinulle ideoita miten ohjelmointia ja matematiikkaa voi soveltaa ongelman ratkaisuun?	Voiko ohjelmoinnin opettaminen tukea matemaattisen ajattelun kehittymistä?	Oliko materiaalissa riittävästi tehtäviä, jotta pääset alkuun ohjelmoinnin ja matematiikan yhdistämisessä opetuksessasi? Jos huonosti, mitä sieltä puuttui?	Oliko materiaalissa riittävästi tehtäviä, jotta pääset alkuun ohjelmoinnin ja matematiikan yhdistämisessä opetuksessasi? Jos huonosti, mitä sieltä puuttui?: Avoimet vastaukset	Mitä hyötyjä näet?	Mitä ongelmia näet?	MIten suhtauduit ohjelmointiin ennen kurssia?	Miten suhtaudut ohjelmointiin tämän kurssin jälkeen?	Antoiko kurssi mielestäsi eväitä opiskella itse lisää (myös muita ohjelmointikieliä ja ympäristöjä)?	Aiotko jatkaa ohjelmointia/sen opiskelua tulevaisuudessa? Miten?	Aiotko opettaa kollegoillesi kurssilla oppimiasi asioita? Miten?	Mikä olisi sinusta paras tapa saada kaikki opettajat tutustumaan ohjelmointiin ja oppimaan sitä niin, että he osaisivat käyttää sitä omassa opetuksessaan?
09.12.2015 17:07:18	1025	3	2	12	4			2	3	4	5										2																		1	4	1	9	Kurssi oli käytännönläheinen ja heti alusta alkaen pääsi itse tekemään.	Omalla kohdalla vuodenaika, juuri joulun alla, ei ollut paras mahdollinen. Aikataulu oli muuten riittävä. Diplomityöhön pitäisi varata enemmän aikaa tai mahdollisuus aloittaa sen tekeminen jo esim. kusrssin puolivälin jälkeen.	Harjoitustehtäviä olisi voinut olla hieman lisää.	En mitään.	3	1																																													1	3	3	2	1	1	1	1	2	1	1		4	4	4	4	4	2		5	2	4	5	2	4	5	5	4	4	4	4	4	3	5	2	4	4	5	5	5	4	2																																																										Melko neutraalisti, tiesin siitä vähän ja olin kokeillut code.orgia lapseni kanssa.	Positiivisemmin ja sain lisää varmuutta ja intoa kokeilla koodaamista.	Kyllä jonkin verran.	Todennäköisesti kyllä.	Jos on tarvetta, voin tutustuttaa ohjelman periaatteisiin.	Täydennyskoulutus esim. veso-päivänä yhdessä tehden.
09.12.2015 17:07:00	#N/A	3	2	2	1					4									Vantaa	1																			1	4	1	9	Opeopas			Padlet-seinälle kirjoittaminen tuntui työläältä.	3	1																																													1	3	3	2	1	3	3	1	2	1	1		4	2	2	1	1	4		5	2	4	5	2	4	4	4	4	4	4	2	2	4	4	4	4	4	4	4	4	2	2																																																										Uteliaasti	Innokkaasti			Ainakin esittelemällä ohjelman	
09.12.2015 17:07:29	#N/A	3	2	2	2				3	4	5								Raasepori					5							12		14						4	4	4	10					3	1																																													2	3	3	3	3	2	2	2	2	1	1		4	4	4	4	4	1		5	2	4	5	1	5	5	5	5	5	5	1	1	1	4	1	4	4	4	5	5	5	2																																																										Innostuneesti	Innostuneesti	Kyllä	Kyllä	Kyllä, minulla on mahdollisuus jakaa osaamistani muille opettajille vierailemalla heidän luokissaan.	Tarjota monipuolisesti erilaisia mahdollisuuksia. Vertaisvinkkaus ja -ohjaus.
09.12.2015 17:12:42	#N/A	2	2	2	1				3	4									Kirkkonummi	1																			4	4	1	9		Scratch jr tekeminen android-laitteella.			3	1																																													1	3	3	2	3	2	3	1	1	1	1		2	2	3	1	3	1		5	1	5	5	1	5	3	5	4	5	3	3	3	3	5	3	3	5	5	5	5	4	2																																																										Myönteisesti	Myönteisesti	Rohkeutta ehkä muttei eväitä	Ainakin kotona	Jos he haluavat, annan vinkkejä.	Vastaavalla koulutuksella kuin tämä.
09.12.2015 17:30:46	#N/A	4	2	10	1											10			Mikkeli				4			7													1	1	3	10	Kurssi oli mukavasti rakennettu.	"Kurssin tehtävät vaativoituivat kohtalaisen nopeasti, Ekan viikon tehtävät sai tehtyä kohtalaisella menestyksellä. 

olisin ehkä saanut kurssin tehtyä, jos  ei olisi tarvinnut miettiä itse niin paljon mitä koodaisi."	"Vaihtoehdon, jossa oilisi voinut toteuttaa valmiin tehtävän ilman tehtävän ""keksimistä""."	Muut työt, jotka haittasivat kurssille osallistumista. Tehtävät jäivät tekemätttä, sillä samaan aikaan oli niin paljon muutakin menossa.	3	2	2	1			1			1			1			1					3	1			1			1			1			1			1			1			1			pakko jotain valita ainakin kaikkiin, siksi JR valittuna, vaikken sitä vilkaissutkaan													3	3	4	4	4	5		4	2	4	3	2	3	3	3	3	4	2	1	1	1	3	1	4	4	4	4	5	5	1	2	8	3	4	4	2	4	4	2	2	4	4	2			en pystynyt käyttämään tähän suunnittelemaani aikaa, joten kursisi jäi minulta kesken. Ohjelmallinen ajattelu oli ennestään tuttua.	1	1	1	1	2	1	1	1	1	4	2	2																					4	4	1	3	4	3				positiivisesti	samoin	kyllä	todennäköisesti jossain paremmassa ajassa	en osaa sanoa	kaikille pakolilnen kurssi ohjelmoinnista
09.12.2015 17:28:39	#N/A	4	1	10	1										9				Savonlinna																		18	Täydennyskouluttaja	2	2	4	9	Hyvässä järjestyksessä käytiin asiat läpi. Sopiva tahti, ainakin ohjelmointia muinoin harrastaneelle.	Racketin syntaksi on ärsyttävä ja vaatii paljon säännöllisyyttä treenaamiseen.	Ohjelmointiesimerkkejä. Nyt ne piti etsiä foorumilta. Tarpeeksi laajalla kurssilla oli edistyneempiä kollegoja, joilta sai hyviä vinkkejä.	--	4	1																																													1	3	3	2	2	2	3	2	3	2	3	Ops2016	3	2	1	2	1	1		4	2	5	5	2	4	4	5	5	4	5	4	4	4	4	4	5	4	4	5	5	4	1	5	10	4	5	5	5	4	5	5	4	4	4	4				5	5	5	4	4	5	5	5	5	5	5	5	4	4	3	4	4	4	5	4	Opettajien valmennuksessa	Syntaksi, o. ajattelu	Python	Jo nyt	7-lukio	Syntaksi	Sopiva kieli joka linkittyy vrt python	Vaatii jatkuvaa treenaamista	Tunnelma on odottava.... Matematiikan opet aktiivisimpi	Integroidut, matikka	Hyviä ideoita	Kielen valinta...	2	4	2							Muistelin basic ja pascal aikoja	Perusteet muistissa, kielen ja ajattelutapa päivittynyt	Kyllä. Pythonkin alkaa sujua	Codecombat menossa, pieniä pelejä.	1-to-1 mallilla.	Opeille sopii scratch jr tai hopscotch aluksi
09.12.2015 17:36:24	1003	4	2	7	1					4									Lahti		2																		4	3	1	10	Sai tehdä tehtävät silloin kun itselle sopi. Pystyi katsomaan ohjausvideot moneen kertaan. Sai vinkkejä muilta. Sai apua aina tarvittaessa. Vaikeustasoltaan loogisesti etenevä. Vaativa, muttei liian mahdoton.	Lopputyön palautus oli raastavin vaihe.	Ehkäpä mahdollisuutta tarkastaa, onko tehnyt tehtävän oikein. Meni välillä tuskastuttavaksi turaamiseksi.	En mitään. Kaikki tarpeellista.	4	1																																													1	3	3	2	2	2	3	1	3	2	3		3	2	2	1	1	1		5	1	5	5	3	5	5	5	4	5	4	3	3	3	4	3	5	5	5	5	5	4	2																																																										Uteliaan innokkaasti ja olin jo aloittanut oppilaiden kanssa harjoittelun	Luonnollisesti ja luottavaisesti sen suhteen, että osaan kyllä	Ehkä myöhemmin. Nyt on vain Scratch päässä ja sitä täytyy haudutella.	Kyllä aikoisin jatkaa, jos tulisi tällainen samantyyppinen ohjattu verkkokurssi.	Kyllä. Oppilaani saavat opettaa ja levittää innostustaan niin muiden luokkien oppilaisiin kuin opettajiinkin.	Tällainen verkkokurssi on erinomainen tapa. Ja jos kaikki saisi vielä yhdessä harjoittelemaan ja tekemään tehtäviä vaikkapa tiimeittäin. Ei ohjelmointi ole vain irrallinen temppu, vaan sen voi liittää kaikkiin oppiaineisiin.
09.12.2015 17:37:24	1050	3	2	11	1						5								Kuopio				4			7													1	1	4	9	Hyvät viikkotehtävät ja materiaalit	Kaikki oli oikein hyvin valmisteltu	Ei mitään	Ei mitään	3	1																																													2	3	3	2	3	3	3	2	3	1	1		2	2	1	1	1	2		5	1	5	5	1	5	5	5	3	5	4	1	3	3	5	3	5	5	5	5	5	5	1	5	20	3	5	5	5	5	5	5	3	5	5	4				4	4	4	3	3	3	3	3	3	3	3	3	3	3	5	3	5	5	4	3	Kokeilen pieniä harjoituksia	Geometria	Käytän	Ensi viikolla	7.-9. luokille	En osaa sanoa	Lisää tietokoneita tarvittais kouluun	Atk luokan varaus	Yritetään saada lisää koneita	Matematiikka	Kyllä	Toimii hyvin	5	5	1	5	5	5		Lisää innokkuutta oppilaille	Koneiden vähäinen määrä koululla	Hyvin	Innostunut	Kyllä	Kyllä	Mahdollisesti	Veso
09.12.2015 17:25:36	48	3	2	5	1					4									Hollola					5															4	4	1	10	Selkeät videot ja hyvät sivut	IPad yhteistyö	Lisää tehtäviä, innostus vei mennesdään	En mitään	3	1																																													1	3	3	3	2	2	3	3	2	1	1		2	2	1	1	1	1		5	1	5	5	1	4	5	5	5	5	5	2	5	5	5	2	5	5	5	5	5	5	2																																																															
09.12.2015 17:27:33	236	3	2	6	1				3	4									Akaa	1																			1	4	1	10	Selkeitä ohjeita ja hauskoja tehtäviä, jotka olivat tarpeeksi helppoja aluksi.			En mitään.	3	1																																													1	3	3	2	3	2	2	2	3	1	3		2	3	1	1	2	3		5	1	4	5	2	4	4	4	3	5	4	3	4	4	4	4	5	4	4	4	4	4	2																																																										Ehkä hieman varuksella. Se tuntui uudelta ja pelottavalta.	Paljon avoimemmin mielin.	Antoi.	Aion, tutustumalla muihinkin ohjelmiin ja ehkä keväällä voisi osallistua uudelleen MOOCiin ja tehdä toisen linjan tehtävät.	Jos he kysyvät, voisin auttaa.	Tuoda koulutusta suoraan koululle.
09.12.2015 17:36:24	50	3	2	17	1					4									Oulu	1																			3	4	1	9	Paljon uutta asiaa, vertaistuki	-	-	-	3	1																																													1	2	3	3	2	3	3	3	3	2	1		3	2	3	1	1	1		4	2	5	5	2	4	4	5	4	4	4	4	4	4	4	4	5	4	4	4	4	4	2																																																										Epäröiden	Innolla	Kyllä	Juu, yhtä matka oppilaiden kanssa	Juu. Ohjeita ja neuvoja antaen	Koodiaapinen koodaustunti ja kokeileminen kaikenlaisilla peleillä ja ilman
